["port 1","LEFT"]
["port 3","RIGHT"]
["port 5","RIGHT"]
["port 4","RIGHT"]
["port 6","RIGHT"]
["port 2","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(30, 3)
1.9065748425438597e+14 5.7294911086904446e-02 1.8535853440089738e+01
1.9107651169230769e+14 7.4782763235926419e-02 2.1125992713779901e+01
1.9149738506607931e+14 4.9342754859308294e-02 2.3651937598464720e+01
1.9192011660044150e+14 5.5875197385232854e-02 2.5126743295348113e+01
1.9234471862831859e+14 5.3264957702954495e-02 2.2635135176400279e+01
1.9277120359201775e+14 4.3562855001665901e-02 2.4935444044666664e+01
1.9319958404444447e+14 5.8034580769892971e-02 2.7300799070893007e+01
1.9362987265033406e+14 6.5870172069177821e-02 2.8713573060382259e+01
1.9406208218750000e+14 3.8913783296244647e-02 3.0519722174986228e+01
1.9449622554809844e+14 1.8978044676631920e-02 3.3052789288728967e+01
1.9493231573991031e+14 1.3704691349201334e-02 3.5597058121667082e+01
1.9537036588764044e+14 9.6511108822872269e-03 3.8161910564926444e+01
1.9581038923423425e+14 4.8390172441093622e-03 3.5378814646744416e+01
1.9625239914221219e+14 8.6368622551306166e-03 3.7714444824470753e+01
1.9669640909502262e+14 5.1548696399874782e-03 3.5062880120354620e+01
1.9714243269841272e+14 7.8259596092113363e-03 3.5179828254766015e+01
1.9759048368181819e+14 5.9997384789965526e-03 3.7428354662111047e+01
1.9804057589977219e+14 1.7987343805446251e-02 3.9587428804759419e+01
1.9849272333333331e+14 7.1098836226902509e-03 3.6795347849782424e+01
1.9894694009153316e+14 1.0649026351275707e-02 3.3756728417420817e+01
1.9940324041284403e+14 2.7639231863830462e-02 3.5892788101526037e+01
1.9986163866666666e+14 1.8788821976887644e-02 3.7954858392130006e+01
("port 2","mode 1",1,"port 3",1,"transmission")
(30, 3)
1.8737028625000000e+14 4.0269742776436558e-02 1.1864931667733063e+00
1.8777497369330453e+14 4.0632643455564908e-02 2.5149302138280181e+00
1.8818141303030303e+14 6.0905200239571924e-02 5.3875922432447494e+00
1.8858961566160522e+14 2.7823322819432929e-02 7.2799523264742660e+00
1.8899959308695653e+14 9.9255978248214746e-03 6.7780535303706539e+00
1.8941135690631806e+14 5.4752059661088495e-02 4.9833937503049057e+00
1.8982491882096069e+14 5.5942593786127676e-02 7.0187350137782003e+00
1.9024029063457331e+14 3.2925046469235240e-02 9.5564544636714359e+00
1.9065748425438597e+14 2.7265490673826300e-02 1.1183224673509770e+01
1.9107651169230769e+14 4.2102023013379994e-02 1.3627721381445690e+01
1.9149738506607931e+14 4.8760833612879195e-02 1.5667830853084826e+01
1.9192011660044150e+14 3.8476956721289417e-02 1.8162175641919667e+01
1.9234471862831859e+14 5.9935911567220911e-02 2.0121692546343127e+01
1.9277120359201775e+14 6.4832239870107028e-02 2.2655043818583124e+01
1.9319958404444447e+14 7.8266202291887813e-02 2.4899458131850185e+01
1.9362987265033406e+14 4.1166100320716346e-02 2.7807216114891553e+01
1.9406208218750000e+14 2.9439686801955280e-02 2.5085610247257140e+01
1.9449622554809844e+14 3.8627157538324214e-02 2.7627413442613904e+01
1.9493231573991031e+14 3.9913320425924173e-02 3.0003036674626525e+01
1.9537036588764044e+14 4.0891440411906968e-02 3.2609827296040812e+01
1.9581038923423425e+14 3.3731239810709815e-02 3.5065031904438918e+01
1.9625239914221219e+14 5.0611231250070277e-02 3.7552572862443924e+01
1.9669640909502262e+14 2.8650396399694598e-02 4.0045581611682998e+01
1.9714243269841272e+14 3.1911233223265709e-02 4.2121821552932538e+01
1.9759048368181819e+14 2.8757398393368556e-02 4.4381030974970606e+01
1.9804057589977219e+14 4.0162626646017177e-02 4.6599248245944089e+01
1.9849272333333331e+14 2.7056746684873238e-02 4.6379211060802241e+01
1.9894694009153316e+14 1.1758653456499480e-02 4.6441504193445283e+01
1.9940324041284403e+14 3.3808489475646186e-02 4.8544617099409948e+01
1.9986163866666666e+14 2.6639426286171702e-02 4.5444512715410717e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(30, 3)
1.8737028625000000e+14 8.1327520690841933e-03 1.6065337472550798e+00
1.8777497369330453e+14 1.0570333116985305e-02 3.8759725570131742e+00
1.8818141303030303e+14 7.1706713167876187e-03 6.6298058495565666e+00
1.8858961566160522e+14 5.0391574406669854e-03 8.5556750137470488e+00
1.8899959308695653e+14 6.8913443674531883e-03 1.0829742240082084e+01
1.8941135690631806e+14 7.8680582105505621e-03 1.3530589067005973e+01
1.8982491882096069e+14 4.6905150925315433e-03 1.5777851505101872e+01
1.9024029063457331e+14 5.4931573103727399e-03 1.8312102701489739e+01
1.9065748425438597e+14 5.0791522174602529e-03 2.0704353983213124e+01
1.9107651169230769e+14 3.7571652176984285e-03 2.3366066099100596e+01
1.9149738506607931e+14 3.2353068892809040e-03 2.5521483725798923e+01
1.9192011660044150e+14 2.7305582168744478e-03 2.7753085165177911e+01
1.9234471862831859e+14 3.0718251048816514e-03 3.0245200785430583e+01
1.9277120359201775e+14 4.5811504968012087e-03 3.2509144624625456e+01
1.9319958404444447e+14 2.1740970825242048e-03 3.5283526573440867e+01
1.9362987265033406e+14 5.7431542180418687e-03 3.5376074711728720e+01
1.9406208218750000e+14 5.1545880365165839e-03 3.4136949456464770e+01
1.9449622554809844e+14 2.3023072271435309e-03 3.4997609592249034e+01
1.9493231573991031e+14 4.5164399709905515e-03 3.2581462809839067e+01
1.9537036588764044e+14 2.4053097406500539e-03 3.0463546568768525e+01
1.9581038923423425e+14 2.7823332512363990e-03 3.0623700896917398e+01
1.9625239914221219e+14 8.2067589051109426e-03 2.9780700470996685e+01
1.9669640909502262e+14 1.4722399511653678e-03 2.6837333524381329e+01
1.9714243269841272e+14 8.3055306428806968e-03 2.7257655760422647e+01
1.9759048368181819e+14 2.8225045477018140e-03 2.6507348464490647e+01
1.9804057589977219e+14 2.9667129352095025e-03 2.7517007362646456e+01
1.9849272333333331e+14 7.0986134790361130e-03 2.5498851365657131e+01
1.9894694009153316e+14 3.2594186857717302e-03 2.8037658360838464e+01
1.9940324041284403e+14 9.6270751294944661e-03 2.9275186427299005e+01
1.9986163866666666e+14 2.6371378075161979e-03 2.7105332175199560e+01
("port 2","mode 1",1,"port 5",1,"transmission")
(30, 3)
1.8737028625000000e+14 4.7905118627288260e-02 -2.1860800420779127e+00
1.8777497369330453e+14 5.2324874001207923e-02 -5.3527162909343484e-01
1.8818141303030303e+14 6.7302726442536362e-02 2.2192857201673295e+00
1.8858961566160522e+14 3.5818836640333931e-02 4.0796891029945979e+00
1.8899959308695653e+14 6.8092902339818399e-03 5.3536329217662253e+00
1.8941135690631806e+14 6.2438981000135250e-02 8.3069218755521597e+00
1.8982491882096069e+14 5.7083830133412311e-02 1.0252999536501456e+01
1.9024029063457331e+14 3.7219013805439433e-02 1.2779440413019143e+01
1.9065748425438597e+14 3.1332253156848393e-02 1.4680038960639362e+01
1.9107651169230769e+14 3.8783208262569174e-02 1.7114515516511055e+01
1.9149738506607931e+14 4.2314858718725958e-02 1.8884713258546700e+01
1.9192011660044150e+14 3.8512562847709118e-02 2.1504518215728162e+01
1.9234471862831859e+14 5.8167729845499033e-02 2.3304738218340120e+01
1.9277120359201775e+14 6.4515106758206403e-02 2.5859654012357680e+01
1.9319958404444447e+14 6.8885806033182409e-02 2.8150342122858774e+01
